Category,Calories,Total Fat,Saturated Fat,Trans Fat,Cholesterol,Sodium,Carbohydrates,Dietary Fiber,Sugars,Protein,Category_encoded
-0.8721299127346989,250,-0.11309258080459657,-0.18809284956518593,0.0,0.03093717287200982,0.9147784266067269,-0.4390870077788254,1.7432366379234432,-1.0174497113109844,0.8683664691971852,-0.8721299127346989
-0.8721299127346989,370,1.5247999687792144,1.2442460048642634,0.0,0.8650950191987941,0.9373166252858152,-0.49084467320353153,1.7432366379234432,-1.0637321025778175,0.4262889939695273,-0.8721299127346989
-0.8721299127346989,400,1.5247999687792144,1.2442460048642634,0.0,1.07363448078049,1.1626986120766967,-0.4390870077788254,1.7432366379234432,-1.0637321025778175,1.1999245756179286,-0.8721299127346989
-0.8721299127346989,410,1.1972214588624523,2.103649317521933,0.0,0.44801609603540193,2.1093029565984,-0.12854101523058872,0.378638495548963,-1.0174497113109844,1.089405206811014,-0.8721299127346989
-0.8721299127346989,470,1.743185642057056,2.390117088407823,0.0,0.44801609603540193,2.379761340747458,0.18200497731764798,1.0609375667362033,-0.9711673200441514,1.089405206811014,-0.8721299127346989
-0.8721299127346989,430,1.9615713153348977,2.390117088407823,0.0,0.23947663445370587,1.6134625856584601,-0.23205634608000097,0.378638495548963,-1.0637321025778175,0.09473088754878389,-0.8721299127346989
-0.8721299127346989,480,2.3983426618905805,2.676584859293713,0.0,0.23947663445370587,1.86138277112843,0.026731981043529623,1.0609375667362033,-1.0174497113109844,0.09473088754878389,-0.8721299127346989
-0.8721299127346989,460,1.9615713153348977,2.390117088407823,0.0,0.44801609603540193,1.8388445724493419,-0.23205634608000097,0.378638495548963,-1.0174497113109844,0.8683664691971852,-0.8721299127346989
-0.8721299127346989,520,2.5075354985295015,2.676584859293713,0.0,0.44801609603540193,2.086764757919312,0.07848964646823574,1.0609375667362033,-1.0174497113109844,0.8683664691971852,-0.8721299127346989
-0.8721299127346989,410,1.1972214588624523,1.2442460048642634,0.0,0.23947663445370587,1.8388445724493419,0.13024731189294186,0.378638495548963,-1.0174497113109844,0.7578471003902707,-0.8721299127346989
-0.8721299127346989,470,1.6339928054181352,1.5307137757501534,0.0,0.23947663445370587,2.086764757919312,0.3890356390164724,1.0609375667362033,-0.9711673200441514,0.7578471003902707,-0.8721299127346989
-0.8721299127346989,400,0.6512572756678486,0.9577782339783737,0.0,0.44801609603540193,1.996611963202959,0.44079330444117854,0.378638495548963,-0.41577862484215433,1.089405206811014,-0.8721299127346989
-0.8721299127346989,420,1.4156071321402939,1.2442460048642634,0.0,0.44801609603540193,1.5007715922630194,0.2855203081670602,0.378638495548963,-0.4620610161089874,0.09473088754878389,-0.8721299127346989
-0.8721299127346989,500,1.852378478695977,1.8171815466360433,0.0,1.07363448078049,2.154379353956576,0.3890356390164724,0.378638495548963,-0.4620610161089874,1.1999245756179286,-0.8721299127346989
-0.8721299127346989,640,3.053499681724105,2.963052630179603,0.0,0.44801609603540193,2.762910718291957,0.5960663007152969,1.0609375667362033,-1.0174497113109844,1.752521419652501,-0.8721299127346989
-0.8721299127346989,690,3.490271028279788,2.963052630179603,0.0,0.44801609603540193,3.0108309037619265,0.8548546278388275,1.7432366379234432,-0.9711673200441514,1.752521419652501,-0.8721299127346989
-0.8721299127346989,350,-0.003899744165675824,-0.47456062045107583,0.0,-0.17760228870968625,0.50909085038314,1.113642954962358,1.0609375667362033,-0.5083434073758205,-0.23682721887195954,-0.8721299127346989
-0.8721299127346989,520,1.6339928054181352,0.9577782339783737,0.0,1.07363448078049,1.2753896054721376,1.1654006203870642,1.0609375667362033,-0.5083434073758205,0.5368083627764418,-0.8721299127346989
-0.8721299127346989,300,0.7604501123067694,0.9577782339783737,0.0,3.7846474813425393,0.9598548239649033,-0.6461176694776499,-0.3036605756382772,-1.0637321025778175,0.20525025635569835,-0.8721299127346989
-0.8721299127346989,150,-0.003899744165675824,-0.6177945058940207,0.0,-1.0117601350364704,-0.12197871263132884,-1.215451989149417,0.378638495548963,-1.1562968851114837,-1.0104628005203609,-0.8721299127346989
-0.8721299127346989,460,1.0880286222235316,1.5307137757501534,0.0,-0.3861417502913823,0.01325047944320018,1.4241889475105949,1.0609375667362033,0.3247396354271751,-0.4578659564857885,-0.8721299127346989
-0.8721299127346989,290,-0.5498639273602796,-0.6177945058940207,0.0,-0.8032206734547744,-0.4600516928176514,1.0101276241129458,2.4255357091106835,0.3247396354271751,-0.5683853252927029,-0.8721299127346989
-0.8721299127346989,260,-0.5498639273602796,-0.6177945058940207,0.0,-0.8032206734547744,-0.5614735868735482,0.5443086352905908,2.4255357091106835,-0.32321384230848815,-0.5683853252927029,-0.8721299127346989
-1.8767352552518837,240,-0.11309258080459657,-0.18809284956518593,0.0,0.23947663445370587,0.26117066491317004,-0.3355716769294132,-0.3036605756382772,-0.8786025375104852,0.20525025635569835,-1.8767352552518837
-1.8767352552518837,500,1.852378478695977,1.8171815466360433,0.0,1.9077923271072743,1.3880805988675784,0.2855203081670602,1.0609375667362033,-0.6471905811763198,1.310443944424843,-1.8767352552518837
-0.3698272414761065,510,1.4156071321402939,-0.04485896412224097,0.0,0.8650950191987941,1.4106187975466666,0.8548546278388275,1.0609375667362033,-0.6934729724431529,1.531482682038672,-0.3698272414761065
-0.3698272414761065,350,-0.003899744165675824,-0.47456062045107583,0.0,1.6992528655255783,1.027469420002168,0.18200497731764798,1.0609375667362033,-0.786037754976819,1.97356015726633,-0.3698272414761065
-0.3698272414761065,670,2.616728335168422,1.5307137757501534,0.0,2.5334107118523628,2.35722314206837,1.0101276241129458,1.0609375667362033,-0.6471905811763198,2.8577151077216456,-0.3698272414761065
-0.3698272414761065,510,1.1972214588624523,0.9577782339783737,0.0,3.3675685581791472,1.996611963202959,0.2855203081670602,1.0609375667362033,-0.739755363709986,3.2997925829493036,-0.3698272414761065
-0.3698272414761065,610,2.0707641519738185,0.6713104630924838,0.0,1.9077923271072743,2.3346849433892816,0.9583699586882397,1.0609375667362033,-0.6471905811763198,2.4156376324939877,-0.3698272414761065
-0.3698272414761065,450,0.6512572756678486,0.24160880676364893,0.0,2.741950173434059,1.9515355658447826,0.2337626427423541,1.0609375667362033,-0.739755363709986,2.8577151077216456,-0.3698272414761065
-0.3698272414761065,590,1.743185642057056,1.2442460048642634,0.0,3.5761080197608432,2.695296122254692,0.647823966140003,1.7432366379234432,-0.5083434073758205,3.2997925829493036,-0.3698272414761065
-0.3698272414761065,430,1.0880286222235316,-0.18809284956518593,0.0,0.8650950191987941,1.2303132081139612,0.2337626427423541,0.378638495548963,-0.8323201462436521,1.1999245756179286,-0.3698272414761065
-0.3698272414761065,360,0.7604501123067694,-0.18809284956518593,0.0,0.44801609603540193,0.9823930226439915,0.07848964646823574,0.378638495548963,-0.9248849287773183,0.4262889939695273,-0.3698272414761065
-0.3698272414761065,480,1.6339928054181352,0.9577782339783737,0.0,1.6992528655255783,2.019150161882047,0.2337626427423541,0.378638495548963,-0.8786025375104852,1.310443944424843,-0.3698272414761065
-0.3698272414761065,430,1.3064142955013731,0.3848426922065939,0.0,1.07363448078049,2.019150161882047,0.13024731189294186,0.378638495548963,-0.8786025375104852,1.089405206811014,-0.3698272414761065
-0.3698272414761065,360,0.7604501123067694,-0.18809284956518593,0.0,0.44801609603540193,1.4106187975466666,0.07848964646823574,0.378638495548963,-0.9248849287773183,0.4262889939695273,-0.3698272414761065
-0.3698272414761065,480,1.0880286222235316,0.9577782339783737,0.0,2.950489635015755,2.267070347352017,0.18200497731764798,1.0609375667362033,-0.8786025375104852,2.8577151077216456,-0.3698272414761065
-0.3698272414761065,520,1.1972214588624523,0.6713104630924838,0.0,2.3248712502706663,2.154379353956576,0.8548546278388275,2.4255357091106835,-0.6934729724431529,2.3051182636870733,-0.3698272414761065
-0.3698272414761065,540,1.5247999687792144,0.24160880676364893,0.0,1.07363448078049,2.019150161882047,1.1654006203870642,1.0609375667362033,-0.5083434073758205,1.4209633132317576,-0.3698272414761065
-0.3698272414761065,380,0.10529309247324492,-0.18809284956518593,0.0,1.6992528655255783,1.6360007843375484,0.44079330444117854,1.0609375667362033,-0.6009081899094867,1.8630407884594156,-0.3698272414761065
-0.3698272414761065,190,0.3236787657510864,-0.47456062045107583,0.0,0.03093717287200982,-0.00928771923588799,-1.3707249854235355,-0.3036605756382772,-1.1562968851114837,-0.12630785006504505,-0.3698272414761065
-0.3698272414761065,280,0.9788357855846108,-0.18809284956518593,0.0,0.656555557617098,0.3963998569876991,-1.060178992875299,-0.3036605756382772,-1.1562968851114837,0.3157696251626128,-0.3698272414761065
-0.3698272414761065,470,2.28914982525166,0.3848426922065939,0.0,1.6992528655255783,1.2077750094348731,-0.4390870077788254,0.378638495548963,-1.1562968851114837,1.310443944424843,-0.3698272414761065
-0.3698272414761065,390,1.0880286222235316,0.09837492132070398,0.0,0.656555557617098,0.50909085038314,0.026731981043529623,0.378638495548963,-0.9248849287773183,0.5368083627764418,-0.3698272414761065
